"Table 210-06203 : Labour force and labour force participation rate by educational attainment, age and sex",,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
Age group,,,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,40 and over,40 and over,40 and over,40 and over,40 and over,40 and over,Aged 15 and over,Aged 15 and over,Aged 15 and over,Aged 15 and over,Aged 15 and over,Aged 15 and over
Sex,,,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes
 , , ,Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2),Labour force (1),Labour force participation rate (2)
,,,No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%),No. ('000),(%)
Year,Quarter,Educational attainment (3),,,,,,,,,,,,,,,,,,,,,,,,
2023,,Primary and below,[*7],[*7],0.5,61.0,0.5,45.8,4.0,83.5,15.1,78.9,19.1,79.8,110.7,27.6,138.5,19.5,249.1,22.4,114.7,28.2,154.1,21.1,268.8,23.7
2023,,Secondary,28.4,20.3,19.9,16.4,48.3,18.5,220.7,91.0,253.4,75.5,474.1,82.0,672.3,63.4,658.6,51.1,1330.9,56.7,921.4,63.9,931.9,53.4,1853.3,58.1
2023,,     Lower secondary (4),4.3,19.2,2.7,16.6,7.0,18.1,38.6,86.7,33.9,61.2,72.5,72.5,242.5,59.1,184.4,42.9,426.9,50.8,285.4,59.8,220.9,44.1,506.4,51.7
2023,,     Upper secondary (5),24.1,20.5,17.2,16.4,41.3,18.5,182.1,92.0,219.5,78.4,401.6,84.0,429.8,66.1,474.2,55.2,904.1,59.9,636.0,65.9,711.0,57.2,1347.0,61.0
2023,,Post-secondary (6),64.2,38.4,72.9,41.0,137.1,39.7,381.8,92.7,415.8,85.0,797.6,88.5,418.9,74.6,346.6,64.6,765.5,69.7,864.9,75.9,835.3,69.4,1700.2,72.5
2023,,     Post-secondary - non-degree (7),19.2,43.8,17.3,45.3,36.6,44.5,89.0,92.1,82.1,80.0,171.1,85.9,96.9,69.3,86.6,56.3,183.5,62.5,205.2,73.2,186.0,63.1,391.2,68.0
2023,,          Post-secondary - diploma/certificate (8),6.0,47.7,3.7,41.9,9.7,45.3,20.2,87.9,22.3,77.9,42.5,82.4,36.1,65.8,44.2,57.0,80.3,60.6,62.3,68.9,70.3,61.1,132.5,64.5
2023,,          Post-secondary - sub-degree (9),13.2,42.2,13.6,46.3,26.9,44.2,68.8,93.4,59.7,80.8,128.6,87.1,60.9,71.6,42.4,55.6,103.2,64.0,143.0,75.2,115.7,64.5,258.7,70.0
