"Table 220-19013 : Average monthly salaries, average number of normal working hours per day and average number of standard working days per month of supervisory, technical, clerical, service and miscellaneous non-production workers by industry by occupation by sex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real estate maintenance management (more commonly known as property management),          General office clerk,[*1],13146,13144,[*1],13102,13120,[*1],13247,13246,[*1],13671,13577,[*1],13504,13491,[*1],13562,13565,[*1],13975,14057,[*1],14024,14197,[*1],14293,14454,[*1],14379,14555,[*1],14393,14609,[*1],14322,14561,[*1],14531,14714,[*1],14665,14691,[*1],14682,14686,[*1],14756,14754,[*1],14855,14956,[*1],15125,15160,[*1],15188,15256,[*1],15259,15373,[*1],15306,15421,[*1],15416,15560,[*1],15531,15622,[*1],15602,15705,[*1],15772,15813,[*1],15292,15347,[*1],15361,15561,[*1],15243,15510,[*1],15843,15968,[*1],16110,16121,[*1],15624,15800,[*1],16223,16233,[*1],16822,16832,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,23,23,23,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Real estate maintenance management (more commonly known as property management),     Miscellaneous non-production workers,11660,11464,11597,11870,11117,11613,11881,11188,11639,11924,11193,11640,12235,11457,11951,12358,11348,11996,12282,11184,11874,12364,11417,12012,12624,11861,12330,12718,11852,12396,12609,11718,12212,12823,11894,12392,13054,12286,12729,13233,12167,12822,13280,12355,12876,13459,12027,12829,13533,12203,12957,13692,12660,13296,13821,12589,13223,13657,13000,13401,13742,13237,13509,13681,13313,13519,13842,13326,13639,14088,13446,13808,14159,13852,14028,14182,13945,14092,14178,14135,14160,14163,14531,14314,14522,14721,14608,14455,14893,14647,14418,15109,14698,14942,14709,14846,15499,14494,15062,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Real estate maintenance management (more commonly known as property management),          Building attendant/guard (2) (3),11699,11858,11746,11940,11597,11836,11941,11629,11842,12007,11753,11920,12299,11988,12199,12489,11901,12308,12439,11900,12266,12478,11904,12296,12717,12261,12564,12887,12447,12748,12933,12419,12734,12988,12571,12822,13211,12881,13094,13318,12903,13185,13362,12995,13219,13496,12755,13249,13571,12789,13324,13757,12996,13491,13817,13194,13554,13694,13376,13585,13790,13607,13729,13955,13768,13886,14076,13905,14021,14144,13904,14049,14259,14079,14189,14320,14152,14264,14302,14401,14339,14246,14704,14417,14442,14643,14518,14423,14919,14620,14412,15192,14695,14936,14686,14842,15535,14920,15306,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Real estate maintenance management (more commonly known as property management),               Those employed under 2-shift system,12119,12391,12198,12342,12304,12332,12289,12366,12309,12507,12580,12529,12743,12932,12796,12980,12778,12929,12873,12726,12834,12925,12760,12881,13176,13025,13135,13341,13184,13301,13378,13206,13327,13490,13300,13434,13772,13656,13741,13836,13778,13821,13894,13804,13870,13890,13875,13886,13983,13919,13969,14180,14115,14163,14254,14175,14233,14295,14197,14263,14472,14269,14409,14608,14458,14565,14752,14623,14716,14856,14479,14745,14973,14662,14874,15027,14963,15009,15291,14868,15159,15293,15368,15317,15240,15967,15485,15157,16567,15639,15472,16451,15795,16002,15904,15969,16454,15428,16145,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Real estate maintenance management (more commonly known as property management),               Those employed under 3-shift system,10897,10709,10832,11197,10869,11064,11262,10815,11069,11159,10967,11077,11641,11034,11392,11787,11171,11533,11833,11182,11563,11938,11091,11587,12089,11523,11849,12238,11673,12007,12318,11662,11974,12396,11716,12042,12668,11814,12272,12734,11867,12372,12867,11989,12393,12896,11982,12432,12912,12157,12518,13020,12278,12668,12956,12341,12762,13062,12506,12773,13157,12725,12942,13258,12905,13097,13412,12976,13246,13522,13094,13263,13627,13201,13412,13764,13438,13585,13901,13651,13758,14006,13880,13937,14058,14194,14132,14658,14090,14316,15122,13929,14487,14836,14528,14675,14575,15127,14866,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),"Supervisory, technical, clerical, service and miscellaneous non-production workers",12457,11458,12145,12648,11909,12436,12563,11664,12251,12661,11797,12387,13211,11989,12841,13491,12149,13088,13298,12448,13014,13414,12399,13097,13900,12631,13503,14035,12744,13640,14153,12833,13838,14025,12858,13759,14424,13441,14140,14578,13611,14302,14692,13602,14401,14595,13667,14370,14463,13715,14271,14744,13996,14581,14807,13884,14530,14777,14045,14540,14833,14201,14629,15311,14683,15126,15229,14633,15032,15376,14800,15215,15469,15217,15402,15692,15485,15634,15834,15284,15678,15771,15276,15630,15945,15876,15925,16332,15538,16082,16117,15869,16042,16098,16000,16062,16160,16599,16323,10,10,10,10,9,10,9,10,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),     Supervisory and technical workers,15365,15028,15311,15656,15052,15570,15974,14870,15734,15820,14996,15659,16250,15630,16153,16504,15932,16417,16647,16391,16612,16740,16462,16702,17253,16849,17192,17367,16868,17295,17744,17383,17699,17877,17382,17805,18184,18100,18166,18253,18440,18295,18420,18373,18412,18492,18535,18498,18752,18758,18753,18895,18985,18912,18805,18846,18813,18787,18414,18710,19122,18303,18962,19293,18366,19097,19347,18527,19166,19265,18329,19065,19374,19272,19349,19583,19206,19493,19513,19089,19408,19510,18940,19374,19804,19294,19676,19704,19028,19533,19679,19068,19542,19462,19668,19508,19861,19551,19746,9,9,9,9,9,9,9,9,9,9,10,10,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),          Security supervisor,15359,[*1],15244,15651,[*1],15514,15961,[*1],15632,15808,[*1],15608,16240,[*1],16083,16502,[*1],16391,16642,[*1],16569,16736,[*1],16652,17249,[*1],17156,17362,[*1],17254,17739,[*1],17676,17865,[*1],17766,18169,[*1],18123,18234,[*1],18231,18406,[*1],18376,18472,[*1],18450,18713,[*1],18682,18872,[*1],18866,18781,[*1],18764,18754,[*1],18637,19104,[*1],18903,19273,[*1],19055,19329,[*1],19125,19248,[*1],19028,19358,[*1],19309,19573,[*1],19459,19502,[*1],19375,19503,[*1],19375,19797,[*1],19656,19700,[*1],19523,19662,[*1],19435,19440,[*1],19446,19839,[*1],19690,9,9,9,9,9,9,9,9,9,9,10,10,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),     Clerical and secretarial workers,[*1],12775,13012,[*1],12836,13117,[*1],13010,13174,[*1],13064,13320,[*1],13030,13365,[*1],13089,13285,[*1],12986,13213,[*1],13215,13381,[*1],13432,13607,[*1],13528,13685,[*1],13509,13721,[*1],13753,13875,[*1],13925,14000,[*1],14082,14110,[*1],14110,14105,[*1],14348,14453,[*1],14515,14532,[*1],14585,14616,[*1],14742,14776,[*1],14899,14928,[*1],15307,15284,[*1],15300,15235,[*1],15455,15396,[*1],15566,15394,[*1],15688,15561,[*1],15573,15460,[*1],15470,15423,[*1],15430,15390,[*1],15763,15581,[*1],15567,15521,[*1],15618,15549,[*1],15522,15708,[*1],15621,15844,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Security and investigation (4),          Bookkeeper/accounting clerk,[*1],[*1],13250,[*1],[*1],13279,[*1],[*1],13469,[*1],[*1],13835,[*1],[*1],13223,[*1],[*1],13299,[*1],[*1],13473,[*1],[*1],13435,[*1],[*1],13576,[*1],[*1],13628,[*1],[*1],13549,[*1],[*1],13630,[*1],[*1],13858,[*1],[*1],14060,[*1],[*1],13960,[*1],[*1],14230,[*1],[*1],14313,[*1],[*1],14400,[*1],[*1],14610,[*1],[*1],14733,[*1],[*1],14978,[*1],[*1],15277,[*1],[*1],15384,[*1],[*1],15475,[*1],[*1],15560,[*1],[*1],15664,[*1],[*1],15491,[*1],[*1],15217,[*1],[*1],15560,[*1],[*1],15665,[*1],[*1],15452,[*1],[*1],15114,[*1],[*1],15483,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,23,23,23,23,23,23,23,23,23,24,23,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Security and investigation (4),          General office clerk,[*1],12341,12704,[*1],12352,12799,[*1],12599,12826,[*1],12561,12887,[*1],12744,13112,[*1],12794,13022,[*1],12592,12837,[*1],12891,13101,[*1],13114,13339,[*1],13227,13422,[*1],13302,13556,[*1],13460,13729,[*1],13732,13879,[*1],13825,13909,[*1],13983,14017,[*1],14103,14288,[*1],14295,14363,[*1],14381,14462,[*1],14510,14614,[*1],14674,14752,[*1],14827,14895,[*1],15127,15080,[*1],15150,15116,[*1],15234,15059,[*1],15252,15130,[*1],15035,14958,[*1],15535,15458,[*1],15765,15652,[*1],15834,15586,[*1],15279,15192,[*1],15555,15397,[*1],15472,15652,[*1],15544,15742,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Security and investigation (4),     Service workers,12174,11291,11893,12289,11743,12128,12294,11511,12019,12346,11617,12110,12894,11814,12558,13026,11893,12672,12854,12284,12655,12876,12162,12642,13306,12337,12987,13453,12468,13135,13510,12464,13249,13543,12514,13304,13939,13013,13670,14055,13107,13782,14006,13148,13768,13874,13159,13695,14050,13329,13866,14206,13403,14035,14285,13481,14040,14161,13673,13998,14331,13945,14204,14412,14165,14337,14492,14237,14405,14473,14222,14402,14680,14470,14625,14802,14822,14808,15006,14571,14882,14980,14671,14892,15091,15271,15144,15519,14940,15334,15469,15513,15482,15419,15678,15517,15507,16103,15725,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),          Guard (2) (3) (5),12108,11289,11845,12207,11741,12068,12275,11509,12005,12269,11616,12053,12730,11812,12436,12986,11891,12639,12730,12282,12570,12827,12161,12608,13257,12335,12952,13409,12466,13104,13305,12462,13092,13381,12512,13177,13789,13007,13560,13895,13100,13663,13844,13142,13647,13852,13156,13677,14036,13326,13855,14160,13399,13997,14238,13479,14005,14142,13671,13985,14315,13943,14192,14396,14165,14325,14479,14237,14396,14468,14221,14397,14667,14470,14615,14759,14821,14777,14971,14570,14857,14954,14670,14872,15085,15270,15139,15530,14941,15339,15382,15512,15422,15311,15676,15452,15490,16101,15714,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),               Those employed for non-airport work under 2-shift system,12504,11842,12327,12633,12053,12470,12673,12301,12566,12783,12513,12697,13155,12778,13049,13430,12569,13205,13380,12933,13269,13387,13083,13316,13669,13597,13652,13809,13764,13797,13796,13667,13770,13892,13775,13866,14284,14174,14256,14375,14218,14337,14352,14200,14312,14380,14275,14354,14560,14434,14528,14699,14634,14688,14720,14679,14705,14708,14630,14685,14856,14961,14892,14974,15123,15014,15034,15177,15081,15045,15245,15092,15281,15400,15304,15479,15750,15534,15575,15771,15609,15626,15921,15689,15686,16214,15798,15661,16551,15877,15831,16276,15956,15937,16305,16052,16032,16390,16163,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Security and investigation (4),               Those employed for non-airport work under 3-shift system,9438,[*1],9411,9806,[*1],9637,9891,[*1],9594,9830,[*1],9624,10188,[*1],9928,10383,[*1],10024,10371,[*1],10070,10368,[*1],10102,10546,[*1],10364,10642,[*1],10466,10633,[*1],10460,10659,[*1],10507,10990,[*1],10825,11095,[*1],10918,11081,[*1],10928,11115,[*1],10952,11257,[*1],11087,11342,[*1],11193,11391,[*1],11209,11399,[*1],11212,11520,[*1],11413,11646,[*1],11532,11771,[*1],11609,11748,[*1],11613,11901,[*1],11819,12184,[*1],12045,12288,[*1],12262,12788,[*1],12495,12429,[*1],12745,13029,[*1],12987,12959,[*1],13220,13176,[*1],13471,13376,[*1],13727,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,"Supervisory, technical, clerical, service and miscellaneous non-production workers",9148,8593,8844,9222,8819,8962,9567,8931,9200,9431,8973,9149,9859,9270,9522,9780,9344,9515,10040,9439,9680,10025,9505,9708,10359,9768,9992,10362,9825,10026,10511,9945,10135,10350,9962,10087,10714,10280,10422,11025,10404,10616,11279,10581,10824,11098,10461,10661,11686,10838,11139,11029,10605,10771,11336,10775,10981,11165,10686,10842,11507,10846,11085,11463,10965,11137,11595,11045,11221,11453,11016,11159,11603,11159,11307,11869,11177,11409,12355,11114,11503,12183,11110,11488,12783,11180,11739,12757,11281,11722,13252,11321,11985,13169,11500,12079,13012,11748,12185,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,     Supervisory and technical workers,12250,11630,11936,12666,11999,12324,12928,12206,12598,13399,12534,12980,13562,12717,13168,13757,13160,13466,13839,13267,13565,13828,13338,13587,14500,13840,14186,14683,13968,14326,14896,14034,14439,14754,14087,14398,15264,14552,14886,15360,14573,14920,15234,14663,14941,15534,14786,15130,15830,15265,15538,15744,15337,15529,15677,15275,15477,15764,15068,15403,15987,15388,15696,16040,15522,15775,16100,15432,15778,16045,15419,15722,16203,15495,15835,16399,15590,15984,16550,15427,15968,16561,15444,15994,16426,15857,16138,16787,15772,16272,16999,15567,16278,17284,15319,16225,17206,15628,16347,8,8,8,8,8,8,8,8,8,8,8,9,8,9,9,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,          Supervisor/foreman,12250,11630,11936,12666,11999,12324,12928,12206,12598,13399,12534,12980,13562,12717,13168,13757,13160,13466,13839,13267,13565,13828,13338,13587,14500,13840,14186,14683,13968,14326,14896,14034,14439,14754,14087,14398,15264,14552,14886,15360,14573,14920,15234,14663,14941,15534,14786,15130,15830,15265,15538,15744,15337,15529,15677,15275,15477,15764,15068,15403,15987,15388,15696,16040,15522,15775,16100,15432,15778,16045,15419,15722,16203,15495,15835,16399,15590,15984,16550,15427,15968,16561,15444,15994,16426,15857,16138,16787,15772,16272,16999,15567,16278,17284,15319,16225,17206,15628,16347,8,8,8,8,8,8,8,8,8,8,8,9,8,9,9,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,     Clerical and secretarial workers,[*1],11743,11882,[*1],12041,12120,[*1],12255,12385,[*1],12476,12534,[*1],12905,12957,[*1],13093,13089,[*1],13375,13367,[*1],13162,13195,[*1],13417,13379,[*1],13479,13561,[*1],13699,13804,[*1],13827,14104,[*1],14424,14544,[*1],14324,14618,[*1],14550,14681,[*1],14381,14533,[*1],14661,14672,[*1],14752,14718,[*1],15143,15135,[*1],15092,15070,[*1],15372,15334,[*1],15506,15473,[*1],15395,15384,[*1],15504,15489,[*1],15576,15550,[*1],15947,15878,[*1],15816,15859,[*1],15934,15916,[*1],16397,16333,[*1],16740,16567,[*1],16847,16659,[*1],16759,16642,[*1],16776,16852,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Pest control and cleaning services,          Bookkeeper/accounting clerk,[*1],13746,13731,[*1],14106,14100,[*1],13824,13841,[*1],13918,13912,[*1],14295,14371,[*1],14985,15027,[*1],15310,15360,[*1],15519,15290,[*1],15777,15732,[*1],15916,15797,[*1],15958,16013,[*1],15938,15741,[*1],16273,16160,[*1],16227,16294,[*1],16282,16223,[*1],16362,16345,[*1],16421,16381,[*1],16473,16354,[*1],16558,16483,[*1],16625,16564,[*1],16904,16845,[*1],17169,17019,[*1],17254,17046,[*1],17314,17171,[*1],17431,17286,[*1],17567,17324,[*1],17403,17268,[*1],17463,17320,[*1],17473,17342,[*1],17605,17324,[*1],17293,17014,[*1],17001,16817,[*1],17011,16826,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,23,23,24,24,24,23,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Pest control and cleaning services,          General office clerk,[*1],10798,11054,[*1],11195,11407,[*1],11353,11644,[*1],11590,11765,[*1],12109,12171,[*1],12247,12284,[*1],12654,12659,[*1],12444,12419,[*1],12715,12677,[*1],12836,12760,[*1],13008,13117,[*1],13204,13356,[*1],13749,13860,[*1],13658,13923,[*1],13806,13982,[*1],13923,14096,[*1],14161,14228,[*1],14252,14259,[*1],14497,14577,[*1],14546,14582,[*1],14712,14746,[*1],14838,14857,[*1],14975,14985,[*1],14946,14961,[*1],15034,15043,[*1],15138,15138,[*1],15176,15233,[*1],15276,15294,[*1],15876,15894,[*1],16112,16018,[*1],16450,16327,[*1],16433,16372,[*1],16464,16702,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Pest control and cleaning services,     Service workers,11418,[*1],10848,[*1],[*1],11098,[*1],[*1],11033,[*1],[*1],11309,11946,[*1],11856,[*1],[*1],11460,[*1],[*1],11878,[*1],[*1],12084,[*1],[*1],12645,[*1],[*1],12252,[*1],[*1],12823,[*1],[*1],12868,[*1],[*1],13484,[*1],[*1],13509,[*1],[*1],13487,[*1],[*1],13543,[*1],[*1],14210,[*1],[*1],13869,[*1],[*1],14674,[*1],[*1],14815,[*1],[*1],15193,[*1],[*1],14792,[*1],[*1],15041,[*1],[*1],15154,[*1],[*1],15239,[*1],[*1],15187,[*1],[*1],14807,[*1],[*1],14927,[*1],[*1],15527,[*1],[*1],15187,[*1],[*1],15786,[*1],[*1],15187,[*1],[*1],15534,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,25,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,25,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,     Miscellaneous non-production workers,8858,8370,8589,8747,8576,8634,9101,8663,8841,8943,8708,8794,9354,8927,9103,9294,9032,9131,9542,9129,9288,9500,9182,9301,9727,9396,9514,9833,9489,9614,9925,9622,9720,9778,9677,9708,10047,9970,9994,10263,10030,10105,10363,10178,10236,10297,10096,10154,10849,10462,10588,10475,10246,10333,10557,10428,10473,10492,10386,10419,10621,10524,10557,10788,10632,10684,10860,10737,10775,10784,10719,10739,10949,10856,10886,11224,10894,10999,11669,10840,11084,11622,10810,11085,12171,10889,11317,12169,11060,11374,12701,11070,11606,12740,11256,11758,12559,11493,11852,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,          Cleaner (lavatory),[*1],[*1],9169,[*1],[*1],9216,[*1],[*1],9356,[*1],[*1],9419,[*1],[*1],9770,[*1],[*1],9845,[*1],[*1],9906,[*1],[*1],9949,[*1],[*1],10140,[*1],[*1],10220,[*1],[*1],10360,[*1],[*1],10384,[*1],[*1],10636,[*1],[*1],10662,[*1],[*1],10756,[*1],[*1],10805,[*1],[*1],10928,[*1],[*1],10972,[*1],[*1],11056,[*1],[*1],11063,[*1],[*1],11198,[*1],[*1],11263,[*1],[*1],11365,[*1],[*1],11378,[*1],[*1],11526,[*1],[*1],11625,[*1],[*1],11724,[*1],[*1],11841,[*1],[*1],12077,[*1],[*1],12209,[*1],[*1],12367,[*1],[*1],12528,[*1],[*1],12653,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Pest control and cleaning services,          Cleaner (general),8677,8353,8493,8572,8562,8565,8751,8652,8690,8704,8695,8698,9011,8913,8951,9091,9015,9043,9206,9115,9148,9205,9165,9179,9387,9369,9375,9409,9470,9449,9565,9593,9585,9619,9654,9643,9832,9907,9884,9923,9951,9942,10048,10044,10046,10105,10061,10074,10233,10182,10198,10311,10205,10244,10398,10304,10336,10334,10340,10338,10470,10486,10481,10522,10543,10536,10618,10650,10641,10637,10656,10650,10805,10801,10802,10876,10858,10863,11376,10816,10972,11455,10768,10993,11917,10849,11190,12075,10994,11276,12424,10922,11381,12477,10976,11431,12176,11400,11626,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
All selected industry sections,"Supervisory, technical, clerical, service and miscellaneous non-production workers",15838,14332,15026,16482,14373,15338,16362,14481,15357,16213,14448,15262,16553,14724,15600,16733,14984,15790,16707,14811,15714,16667,14954,15748,17478,15338,16351,17799,15519,16616,17828,15540,16631,17964,15656,16755,18226,15931,17026,18269,16006,17089,17914,15795,16777,18023,15612,16733,17936,15777,16743,18139,15846,16912,17951,15567,16631,17910,15485,16612,18165,15606,16787,18233,15848,16964,18207,15919,17013,18178,15867,16948,18383,16042,17148,18392,16214,17258,18672,16312,17433,18528,16563,17515,18987,16726,17810,19333,16944,18046,19227,17208,18164,19396,17298,18269,19665,17464,18494,9,9,9,8,8,8,8,9,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,25,25,25,25,25,25,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24
All selected industry sections,     Supervisory and technical workers,22662,20221,21433,22793,20676,21788,22912,20733,21888,22731,20725,21748,23151,20653,21982,22872,21048,21973,23259,20862,22112,22788,21473,22150,23522,21593,22633,24186,21944,23166,24051,21766,23009,24505,21920,23297,24531,22506,23628,24685,22123,23497,24056,22031,23097,24130,22372,23327,24806,22365,23585,25095,22265,23752,24851,22443,23687,24521,22290,23506,25019,22427,23870,24777,22281,23677,25091,22601,24008,24938,22255,23710,25287,22529,24030,25287,22708,24112,25075,22985,24172,25116,23461,24394,25410,23817,24732,25907,23635,24880,25729,24080,24974,26299,24035,25211,26743,24497,25679,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,24
All selected industry sections,          Office/administrative supervisor,[*1],[*1],22663,[*1],[*1],23534,[*1],[*1],23616,[*1],[*1],23263,[*1],[*1],23494,[*1],[*1],23673,[*1],[*1],24105,[*1],[*1],23381,[*1],[*1],23385,[*1],[*1],23559,[*1],[*1],23678,[*1],[*1],23651,[*1],[*1],23917,[*1],[*1],23863,[*1],[*1],23249,[*1],[*1],23143,[*1],[*1],23705,[*1],[*1],23720,[*1],[*1],23962,[*1],[*1],24453,[*1],[*1],24373,[*1],[*1],24274,[*1],[*1],24571,[*1],[*1],25127,[*1],[*1],25024,[*1],[*1],25311,[*1],[*1],25092,[*1],[*1],25012,[*1],[*1],24412,[*1],[*1],24913,[*1],[*1],25462,[*1],[*1],25268,[*1],[*1],25656,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
All selected industry sections,          Accounting supervisor,25907,24517,24773,25002,24804,24836,25249,24999,25046,25064,25352,25292,25397,25124,25176,25608,25471,25506,25224,25039,25079,25273,24999,25057,25435,25167,25217,25581,25125,25218,25053,25220,25183,25128,25214,25191,25404,25555,25517,25380,25967,25778,25357,25969,25808,25499,25952,25852,25941,26589,26434,26160,26845,26687,25829,26341,26212,26366,26160,26220,26303,25804,25914,25883,24877,25082,25608,24841,24987,25432,25045,25131,25575,25190,25287,25835,25245,25404,25855,25724,25765,26068,25746,25852,26087,26029,26047,26686,26172,26304,27010,26252,26459,26931,26335,26498,27361,26737,26912,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,23,23,22,22,22,22,22,23,22,22,22,22,22,22,22,22,22,22
